Región,Distrito,Municipio,Código Escuela,Nombre Escuela,Sub-grupo,Total de Graduados,Total en el Cohorte,Tasa de Graduación (%)
ARECIBO,CAMUY,QUEBRADILLAS,17368,MANUEL RAMOS HERNANDEZ,BLANCOS NO HISPANOS,0,0,0%
ARECIBO,CAMUY,QUEBRADILLAS,17368,MANUEL RAMOS HERNANDEZ,OTRO ORIGEN ÉTNICO,0,0,0%
ARECIBO,CAMUY,QUEBRADILLAS,17368,MANUEL RAMOS HERNANDEZ,FEMENINO,102,108,94.44%
ARECIBO,CAMUY,QUEBRADILLAS,17368,MANUEL RAMOS HERNANDEZ,MASCULINO,81,98,82.65%
ARECIBO,CAMUY,CAMUY,17384,LUIS F. CRESPO (SUP. NUEVA),TODOS LOS ESTUDIANTES,195,270,72.22%
ARECIBO,CAMUY,CAMUY,17384,LUIS F. CRESPO (SUP. NUEVA),IMPEDIDOS,29,55,52.72%
ARECIBO,CAMUY,CAMUY,17384,LUIS F. CRESPO (SUP. NUEVA),POR DEBAJO DEL NIVEL DE POBREZA,125,191,65.44%
ARECIBO,CAMUY,CAMUY,17384,LUIS F. CRESPO (SUP. NUEVA),LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,1,100%
ARECIBO,CAMUY,CAMUY,17384,LUIS F. CRESPO (SUP. NUEVA),PUERTORRIQUEÑOS,187,257,72.76%
ARECIBO,CAMUY,CAMUY,17384,LUIS F. CRESPO (SUP. NUEVA),HISPANOS NO PUERTORRIQUEÑOS,8,13,61.53%
ARECIBO,CAMUY,CAMUY,17384,LUIS F. CRESPO (SUP. NUEVA),BLANCOS NO HISPANOS,0,0,0%
ARECIBO,CAMUY,CAMUY,17384,LUIS F. CRESPO (SUP. NUEVA),OTRO ORIGEN ÉTNICO,0,0,0%
ARECIBO,CAMUY,CAMUY,17384,LUIS F. CRESPO (SUP. NUEVA),FEMENINO,99,123,80.48%
ARECIBO,CAMUY,CAMUY,17384,LUIS F. CRESPO (SUP. NUEVA),MASCULINO,96,147,65.3%
ARECIBO,ARECIBO,ARECIBO I,17558,SUPERIOR VOC.NUEVA (ANTONIO LUCHETTI),TODOS LOS ESTUDIANTES,370,412,89.8%
ARECIBO,ARECIBO,ARECIBO I,17558,SUPERIOR VOC.NUEVA (ANTONIO LUCHETTI),IMPEDIDOS,49,57,85.96%
ARECIBO,ARECIBO,ARECIBO I,17558,SUPERIOR VOC.NUEVA (ANTONIO LUCHETTI),POR DEBAJO DEL NIVEL DE POBREZA,246,274,89.78%
ARECIBO,ARECIBO,ARECIBO I,17558,SUPERIOR VOC.NUEVA (ANTONIO LUCHETTI),LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
ARECIBO,ARECIBO,ARECIBO I,17558,SUPERIOR VOC.NUEVA (ANTONIO LUCHETTI),PUERTORRIQUEÑOS,362,400,90.5%
ARECIBO,ARECIBO,ARECIBO I,17558,SUPERIOR VOC.NUEVA (ANTONIO LUCHETTI),HISPANOS NO PUERTORRIQUEÑOS,8,12,66.66%
ARECIBO,ARECIBO,ARECIBO I,17558,SUPERIOR VOC.NUEVA (ANTONIO LUCHETTI),BLANCOS NO HISPANOS,0,0,0%
ARECIBO,ARECIBO,ARECIBO I,17558,SUPERIOR VOC.NUEVA (ANTONIO LUCHETTI),OTRO ORIGEN ÉTNICO,0,0,0%
ARECIBO,ARECIBO,ARECIBO I,17558,SUPERIOR VOC.NUEVA (ANTONIO LUCHETTI),FEMENINO,161,179,89.94%
ARECIBO,ARECIBO,ARECIBO I,17558,SUPERIOR VOC.NUEVA (ANTONIO LUCHETTI),MASCULINO,209,233,89.69%
ARECIBO,ARECIBO,HATILLO,17772,PADRE ANIBAL REYES BELEN (SUP NUEVA),TODOS LOS ESTUDIANTES,208,273,76.19%
ARECIBO,ARECIBO,HATILLO,17772,PADRE ANIBAL REYES BELEN (SUP NUEVA),IMPEDIDOS,34,56,60.71%
ARECIBO,ARECIBO,HATILLO,17772,PADRE ANIBAL REYES BELEN (SUP NUEVA),POR DEBAJO DEL NIVEL DE POBREZA,122,171,71.34%
ARECIBO,ARECIBO,HATILLO,17772,PADRE ANIBAL REYES BELEN (SUP NUEVA),LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,1,100%
ARECIBO,ARECIBO,HATILLO,17772,PADRE ANIBAL REYES BELEN (SUP NUEVA),PUERTORRIQUEÑOS,204,267,76.4%
ARECIBO,ARECIBO,HATILLO,17772,PADRE ANIBAL REYES BELEN (SUP NUEVA),HISPANOS NO PUERTORRIQUEÑOS,2,3,66.66%
ARECIBO,ARECIBO,HATILLO,17772,PADRE ANIBAL REYES BELEN (SUP NUEVA),BLANCOS NO HISPANOS,2,3,66.66%
ARECIBO,ARECIBO,HATILLO,17772,PADRE ANIBAL REYES BELEN (SUP NUEVA),OTRO ORIGEN ÉTNICO,0,0,0%
ARECIBO,ARECIBO,HATILLO,17772,PADRE ANIBAL REYES BELEN (SUP NUEVA),FEMENINO,102,120,85%
ARECIBO,ARECIBO,HATILLO,17772,PADRE ANIBAL REYES BELEN (SUP NUEVA),MASCULINO,106,153,69.28%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,TODOS LOS ESTUDIANTES,158,223,70.85%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,IMPEDIDOS,26,42,61.9%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,POR DEBAJO DEL NIVEL DE POBREZA,112,169,66.27%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,PUERTORRIQUEÑOS,157,222,70.72%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,BLANCOS NO HISPANOS,1,1,100%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,OTRO ORIGEN ÉTNICO,0,0,0%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,FEMENINO,83,112,74.1%
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,MASCULINO,75,111,67.56%
ARECIBO,ARECIBO,ARECIBO II,18192,SUPERIOR MARIA CADILLA DE HERNANDEZ,TODOS LOS ESTUDIANTES,150,226,66.37%
ARECIBO,ARECIBO,ARECIBO II,18192,SUPERIOR MARIA CADILLA DE HERNANDEZ,IMPEDIDOS,34,67,50.74%
ARECIBO,ARECIBO,ARECIBO II,18192,SUPERIOR MARIA CADILLA DE HERNANDEZ,POR DEBAJO DEL NIVEL DE POBREZA,108,165,65.45%
ARECIBO,ARECIBO,ARECIBO II,18192,SUPERIOR MARIA CADILLA DE HERNANDEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
ARECIBO,ARECIBO,ARECIBO II,18192,SUPERIOR MARIA CADILLA DE HERNANDEZ,PUERTORRIQUEÑOS,149,224,66.51%
ARECIBO,ARECIBO,ARECIBO II,18192,SUPERIOR MARIA CADILLA DE HERNANDEZ,HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
ARECIBO,ARECIBO,ARECIBO II,18192,SUPERIOR MARIA CADILLA DE HERNANDEZ,BLANCOS NO HISPANOS,0,1,0%
ARECIBO,ARECIBO,ARECIBO II,18192,SUPERIOR MARIA CADILLA DE HERNANDEZ,OTRO ORIGEN ÉTNICO,0,0,0%
ARECIBO,ARECIBO,ARECIBO II,18192,SUPERIOR MARIA CADILLA DE HERNANDEZ,FEMENINO,90,125,72%
ARECIBO,ARECIBO,ARECIBO II,18192,SUPERIOR MARIA CADILLA DE HERNANDEZ,MASCULINO,60,101,59.4%
BAYAMON,OROCOVIS,MOROVIS,18242,JOSEFA DEL RIO GUERRERO,TODOS LOS ESTUDIANTES,168,246,68.29%
BAYAMON,OROCOVIS,MOROVIS,18242,JOSEFA DEL RIO GUERRERO,IMPEDIDOS,22,47,46.8%
BAYAMON,OROCOVIS,MOROVIS,18242,JOSEFA DEL RIO GUERRERO,POR DEBAJO DEL NIVEL DE POBREZA,106,171,61.98%
BAYAMON,OROCOVIS,MOROVIS,18242,JOSEFA DEL RIO GUERRERO,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,4,4,100%
BAYAMON,OROCOVIS,MOROVIS,18242,JOSEFA DEL RIO GUERRERO,PUERTORRIQUEÑOS,168,245,68.57%
BAYAMON,OROCOVIS,MOROVIS,18242,JOSEFA DEL RIO GUERRERO,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
BAYAMON,OROCOVIS,MOROVIS,18242,JOSEFA DEL RIO GUERRERO,BLANCOS NO HISPANOS,0,0,0%
BAYAMON,OROCOVIS,MOROVIS,18242,JOSEFA DEL RIO GUERRERO,OTRO ORIGEN ÉTNICO,0,1,0%
BAYAMON,OROCOVIS,MOROVIS,18242,JOSEFA DEL RIO GUERRERO,FEMENINO,86,118,72.88%
BAYAMON,OROCOVIS,MOROVIS,18242,JOSEFA DEL RIO GUERRERO,MASCULINO,82,128,64.06%
CAGUAS,BARRANQUITAS,AIBONITO,20362,DR. JOSE N. GANDARA,TODOS LOS ESTUDIANTES,147,189,77.77%
CAGUAS,BARRANQUITAS,AIBONITO,20362,DR. JOSE N. GANDARA,IMPEDIDOS,14,25,56%
CAGUAS,BARRANQUITAS,AIBONITO,20362,DR. JOSE N. GANDARA,POR DEBAJO DEL NIVEL DE POBREZA,96,128,75%
CAGUAS,BARRANQUITAS,AIBONITO,20362,DR. JOSE N. GANDARA,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,2,2,100%
CAGUAS,BARRANQUITAS,AIBONITO,20362,DR. JOSE N. GANDARA,PUERTORRIQUEÑOS,145,187,77.54%
CAGUAS,BARRANQUITAS,AIBONITO,20362,DR. JOSE N. GANDARA,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
CAGUAS,BARRANQUITAS,AIBONITO,20362,DR. JOSE N. GANDARA,BLANCOS NO HISPANOS,2,2,100%
CAGUAS,BARRANQUITAS,AIBONITO,20362,DR. JOSE N. GANDARA,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,BARRANQUITAS,AIBONITO,20362,DR. JOSE N. GANDARA,FEMENINO,90,103,87.37%
CAGUAS,BARRANQUITAS,AIBONITO,20362,DR. JOSE N. GANDARA,MASCULINO,57,86,66.27%
CAGUAS,BARRANQUITAS,BARRANQUITAS,20560,PABLO COLON BERDECIA  SUP. VOC.,TODOS LOS ESTUDIANTES,189,279,67.74%
CAGUAS,BARRANQUITAS,BARRANQUITAS,20560,PABLO COLON BERDECIA  SUP. VOC.,IMPEDIDOS,41,78,52.56%
CAGUAS,BARRANQUITAS,BARRANQUITAS,20560,PABLO COLON BERDECIA  SUP. VOC.,POR DEBAJO DEL NIVEL DE POBREZA,132,203,65.02%
CAGUAS,BARRANQUITAS,BARRANQUITAS,20560,PABLO COLON BERDECIA  SUP. VOC.,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,1,100%
CAGUAS,BARRANQUITAS,BARRANQUITAS,20560,PABLO COLON BERDECIA  SUP. VOC.,PUERTORRIQUEÑOS,189,279,67.74%
CAGUAS,BARRANQUITAS,BARRANQUITAS,20560,PABLO COLON BERDECIA  SUP. VOC.,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
CAGUAS,BARRANQUITAS,BARRANQUITAS,20560,PABLO COLON BERDECIA  SUP. VOC.,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,BARRANQUITAS,BARRANQUITAS,20560,PABLO COLON BERDECIA  SUP. VOC.,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,BARRANQUITAS,BARRANQUITAS,20560,PABLO COLON BERDECIA  SUP. VOC.,FEMENINO,93,125,74.4%
CAGUAS,BARRANQUITAS,BARRANQUITAS,20560,PABLO COLON BERDECIA  SUP. VOC.,MASCULINO,96,154,62.33%
CAGUAS,GURABO,CAGUAS II,20800,JOSE GAUTIER BENITEZ,TODOS LOS ESTUDIANTES,82,126,65.07%
CAGUAS,GURABO,CAGUAS II,20800,JOSE GAUTIER BENITEZ,IMPEDIDOS,23,35,65.71%
CAGUAS,GURABO,CAGUAS II,20800,JOSE GAUTIER BENITEZ,POR DEBAJO DEL NIVEL DE POBREZA,59,93,63.44%
CAGUAS,GURABO,CAGUAS II,20800,JOSE GAUTIER BENITEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
CAGUAS,GURABO,CAGUAS II,20800,JOSE GAUTIER BENITEZ,PUERTORRIQUEÑOS,80,121,66.11%
CAGUAS,GURABO,CAGUAS II,20800,JOSE GAUTIER BENITEZ,HISPANOS NO PUERTORRIQUEÑOS,2,5,40%
CAGUAS,GURABO,CAGUAS II,20800,JOSE GAUTIER BENITEZ,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,GURABO,CAGUAS II,20800,JOSE GAUTIER BENITEZ,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,GURABO,CAGUAS II,20800,JOSE GAUTIER BENITEZ,FEMENINO,45,70,64.28%
CAGUAS,GURABO,CAGUAS II,20800,JOSE GAUTIER BENITEZ,MASCULINO,37,56,66.07%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSE OSUNA,TODOS LOS ESTUDIANTES,155,229,67.68%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSE OSUNA,IMPEDIDOS,37,60,61.66%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSE OSUNA,POR DEBAJO DEL NIVEL DE POBREZA,127,189,67.19%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSE OSUNA,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,1,0%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSE OSUNA,PUERTORRIQUEÑOS,154,227,67.84%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSE OSUNA,HISPANOS NO PUERTORRIQUEÑOS,1,2,50%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSE OSUNA,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSE OSUNA,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSE OSUNA,FEMENINO,72,106,67.92%
CAGUAS,GURABO,CAGUAS II,20818,DR. JUAN JOSE OSUNA,MASCULINO,83,123,67.47%
CAGUAS,GURABO,CAGUAS I,20982,REPUBLICA DE COSTA RICA,TODOS LOS ESTUDIANTES,204,221,92.3%
CAGUAS,GURABO,CAGUAS I,20982,REPUBLICA DE COSTA RICA,IMPEDIDOS,32,35,91.42%
CAGUAS,GURABO,CAGUAS I,20982,REPUBLICA DE COSTA RICA,POR DEBAJO DEL NIVEL DE POBREZA,138,150,92%
CAGUAS,GURABO,CAGUAS I,20982,REPUBLICA DE COSTA RICA,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
CAGUAS,GURABO,CAGUAS I,20982,REPUBLICA DE COSTA RICA,PUERTORRIQUEÑOS,203,220,92.27%
CAGUAS,GURABO,CAGUAS I,20982,REPUBLICA DE COSTA RICA,HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
CAGUAS,GURABO,CAGUAS I,20982,REPUBLICA DE COSTA RICA,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,GURABO,CAGUAS I,20982,REPUBLICA DE COSTA RICA,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,GURABO,CAGUAS I,20982,REPUBLICA DE COSTA RICA,FEMENINO,95,99,95.95%
CAGUAS,GURABO,CAGUAS I,20982,REPUBLICA DE COSTA RICA,MASCULINO,109,122,89.34%
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,TODOS LOS ESTUDIANTES,261,373,69.97%
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,IMPEDIDOS,39,67,58.2%
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,POR DEBAJO DEL NIVEL DE POBREZA,178,261,68.19%
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,PUERTORRIQUEÑOS,259,369,70.18%
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,HISPANOS NO PUERTORRIQUEÑOS,2,4,50%
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,FEMENINO,158,211,74.88%
CAGUAS,GURABO,CAGUAS I,21055,MANUELA TORO MORICE,MASCULINO,103,162,63.58%
CAGUAS,CIDRA,CAYEY,21105,BENJAMIN HARRISON,TODOS LOS ESTUDIANTES,220,259,84.94%
CAGUAS,CIDRA,CAYEY,21105,BENJAMIN HARRISON,IMPEDIDOS,58,66,87.87%
CAGUAS,CIDRA,CAYEY,21105,BENJAMIN HARRISON,POR DEBAJO DEL NIVEL DE POBREZA,154,185,83.24%
CAGUAS,CIDRA,CAYEY,21105,BENJAMIN HARRISON,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
CAGUAS,CIDRA,CAYEY,21105,BENJAMIN HARRISON,PUERTORRIQUEÑOS,220,259,84.94%
CAGUAS,CIDRA,CAYEY,21105,BENJAMIN HARRISON,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
CAGUAS,CIDRA,CAYEY,21105,BENJAMIN HARRISON,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,CIDRA,CAYEY,21105,BENJAMIN HARRISON,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,CIDRA,CAYEY,21105,BENJAMIN HARRISON,FEMENINO,97,117,82.9%
CAGUAS,CIDRA,CAYEY,21105,BENJAMIN HARRISON,MASCULINO,123,142,86.61%
CAGUAS,CIDRA,CIDRA,21576,EDUCACION BILINGUE LUIS MUÑOZ IGLESIAS,TODOS LOS ESTUDIANTES,22,22,100%
CAGUAS,CIDRA,CIDRA,21576,EDUCACION BILINGUE LUIS MUÑOZ IGLESIAS,IMPEDIDOS,2,2,100%
CAGUAS,CIDRA,CIDRA,21576,EDUCACION BILINGUE LUIS MUÑOZ IGLESIAS,POR DEBAJO DEL NIVEL DE POBREZA,8,8,100%
CAGUAS,CIDRA,CIDRA,21576,EDUCACION BILINGUE LUIS MUÑOZ IGLESIAS,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
CAGUAS,CIDRA,CIDRA,21576,EDUCACION BILINGUE LUIS MUÑOZ IGLESIAS,PUERTORRIQUEÑOS,22,22,100%
CAGUAS,CIDRA,CIDRA,21576,EDUCACION BILINGUE LUIS MUÑOZ IGLESIAS,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
CAGUAS,CIDRA,CIDRA,21576,EDUCACION BILINGUE LUIS MUÑOZ IGLESIAS,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,CIDRA,CIDRA,21576,EDUCACION BILINGUE LUIS MUÑOZ IGLESIAS,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,CIDRA,CIDRA,21576,EDUCACION BILINGUE LUIS MUÑOZ IGLESIAS,FEMENINO,13,13,100%
CAGUAS,CIDRA,CIDRA,21576,EDUCACION BILINGUE LUIS MUÑOZ IGLESIAS,MASCULINO,9,9,100%
CAGUAS,BARRANQUITAS,COMERIO,21758,JUANA COLON,TODOS LOS ESTUDIANTES,132,184,71.73%
CAGUAS,BARRANQUITAS,COMERIO,21758,JUANA COLON,IMPEDIDOS,23,33,69.69%
CAGUAS,BARRANQUITAS,COMERIO,21758,JUANA COLON,POR DEBAJO DEL NIVEL DE POBREZA,107,150,71.33%
CAGUAS,BARRANQUITAS,COMERIO,21758,JUANA COLON,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
CAGUAS,BARRANQUITAS,COMERIO,21758,JUANA COLON,PUERTORRIQUEÑOS,131,183,71.58%
CAGUAS,BARRANQUITAS,COMERIO,21758,JUANA COLON,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
CAGUAS,BARRANQUITAS,COMERIO,21758,JUANA COLON,BLANCOS NO HISPANOS,1,1,100%
CAGUAS,BARRANQUITAS,COMERIO,21758,JUANA COLON,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,BARRANQUITAS,COMERIO,21758,JUANA COLON,FEMENINO,74,97,76.28%
CAGUAS,BARRANQUITAS,COMERIO,21758,JUANA COLON,MASCULINO,58,87,66.66%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSE CAMPECHE,TODOS LOS ESTUDIANTES,166,222,74.77%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSE CAMPECHE,IMPEDIDOS,22,33,66.66%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSE CAMPECHE,POR DEBAJO DEL NIVEL DE POBREZA,111,155,71.61%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSE CAMPECHE,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,2,2,100%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSE CAMPECHE,PUERTORRIQUEÑOS,163,218,74.77%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSE CAMPECHE,HISPANOS NO PUERTORRIQUEÑOS,3,4,75%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSE CAMPECHE,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSE CAMPECHE,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSE CAMPECHE,FEMENINO,94,116,81.03%
HUMACAO,YABUCOA,SAN LORENZO,22582,JOSE CAMPECHE,MASCULINO,72,106,67.92%
CAGUAS,CIDRA,CAYEY,23531,SUPERIOR MIGUEL MELENDEZ MUNOZ,TODOS LOS ESTUDIANTES,219,306,71.56%
CAGUAS,CIDRA,CAYEY,23531,SUPERIOR MIGUEL MELENDEZ MUNOZ,IMPEDIDOS,46,80,57.5%
CAGUAS,CIDRA,CAYEY,23531,SUPERIOR MIGUEL MELENDEZ MUNOZ,POR DEBAJO DEL NIVEL DE POBREZA,115,180,63.88%
CAGUAS,CIDRA,CAYEY,23531,SUPERIOR MIGUEL MELENDEZ MUNOZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,1,0%
CAGUAS,CIDRA,CAYEY,23531,SUPERIOR MIGUEL MELENDEZ MUNOZ,PUERTORRIQUEÑOS,216,301,71.76%
CAGUAS,CIDRA,CAYEY,23531,SUPERIOR MIGUEL MELENDEZ MUNOZ,HISPANOS NO PUERTORRIQUEÑOS,3,5,60%
CAGUAS,CIDRA,CAYEY,23531,SUPERIOR MIGUEL MELENDEZ MUNOZ,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,CIDRA,CAYEY,23531,SUPERIOR MIGUEL MELENDEZ MUNOZ,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,CIDRA,CAYEY,23531,SUPERIOR MIGUEL MELENDEZ MUNOZ,FEMENINO,126,159,79.24%
CAGUAS,CIDRA,CAYEY,23531,SUPERIOR MIGUEL MELENDEZ MUNOZ,MASCULINO,93,147,63.26%
CAGUAS,GUAYAMA,GUAYAMA,24810,RAFAEL LOPEZ LANDRON,TODOS LOS ESTUDIANTES,140,195,71.79%
CAGUAS,GUAYAMA,GUAYAMA,24810,RAFAEL LOPEZ LANDRON,IMPEDIDOS,20,32,62.5%
CAGUAS,GUAYAMA,GUAYAMA,24810,RAFAEL LOPEZ LANDRON,POR DEBAJO DEL NIVEL DE POBREZA,98,135,72.59%
CAGUAS,GUAYAMA,GUAYAMA,24810,RAFAEL LOPEZ LANDRON,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
CAGUAS,GUAYAMA,GUAYAMA,24810,RAFAEL LOPEZ LANDRON,PUERTORRIQUEÑOS,138,193,71.5%
CAGUAS,GUAYAMA,GUAYAMA,24810,RAFAEL LOPEZ LANDRON,HISPANOS NO PUERTORRIQUEÑOS,2,2,100%
CAGUAS,GUAYAMA,GUAYAMA,24810,RAFAEL LOPEZ LANDRON,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,GUAYAMA,GUAYAMA,24810,RAFAEL LOPEZ LANDRON,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,GUAYAMA,GUAYAMA,24810,RAFAEL LOPEZ LANDRON,FEMENINO,82,108,75.92%
CAGUAS,GUAYAMA,GUAYAMA,24810,RAFAEL LOPEZ LANDRON,MASCULINO,58,87,66.66%
CAGUAS,GURABO,CAGUAS I,25601,ELOIZA PASCUAL,TODOS LOS ESTUDIANTES,158,221,71.49%
CAGUAS,GURABO,CAGUAS I,25601,ELOIZA PASCUAL,IMPEDIDOS,26,44,59.09%
CAGUAS,GURABO,CAGUAS I,25601,ELOIZA PASCUAL,POR DEBAJO DEL NIVEL DE POBREZA,89,134,66.41%
CAGUAS,GURABO,CAGUAS I,25601,ELOIZA PASCUAL,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
CAGUAS,GURABO,CAGUAS I,25601,ELOIZA PASCUAL,PUERTORRIQUEÑOS,152,212,71.69%
CAGUAS,GURABO,CAGUAS I,25601,ELOIZA PASCUAL,HISPANOS NO PUERTORRIQUEÑOS,6,9,66.66%
CAGUAS,GURABO,CAGUAS I,25601,ELOIZA PASCUAL,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,GURABO,CAGUAS I,25601,ELOIZA PASCUAL,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,GURABO,CAGUAS I,25601,ELOIZA PASCUAL,FEMENINO,91,117,77.77%
CAGUAS,GURABO,CAGUAS I,25601,ELOIZA PASCUAL,MASCULINO,67,104,64.42%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARIA CRUZ BUITRAGO,TODOS LOS ESTUDIANTES,53,79,67.08%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARIA CRUZ BUITRAGO,IMPEDIDOS,7,14,50%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARIA CRUZ BUITRAGO,POR DEBAJO DEL NIVEL DE POBREZA,41,64,64.06%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARIA CRUZ BUITRAGO,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARIA CRUZ BUITRAGO,PUERTORRIQUEÑOS,53,79,67.08%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARIA CRUZ BUITRAGO,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARIA CRUZ BUITRAGO,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARIA CRUZ BUITRAGO,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARIA CRUZ BUITRAGO,FEMENINO,30,40,75%
HUMACAO,YABUCOA,SAN LORENZO,25882,MARIA CRUZ BUITRAGO,MASCULINO,23,39,58.97%
